"Airline","Origin","Destination","Delay","Month","Year"
"United","DEN","LAX",-24,3,2024
"United","DEN","LAX",-29,3,2024
"United","DEN","LAX",-31,3,2024
"United","DEN","LAX",-29,3,2024
"United","DEN","LAX",-25,3,2024
"United","DEN","LAX",1,3,2024
"United","DEN","LAX",-24,3,2024
"United","DEN","LAX",-10,3,2024
"Delta","DEN","LAX",-50,3,2024
"Delta","DEN","LAX",-28,3,2024
"Delta","DEN","LAX",-30,3,2024
"United","DEN","LAX",9,3,2024
"United","DEN","LAX",-27,3,2024
"United","DEN","LAX",-35,3,2024
"United","DEN","LAX",-31,3,2024
"United","DEN","LAX",-18,3,2024
"United","DEN","LAX",-22,3,2024
"United","DEN","LAX",-20,3,2024
"United","DEN","LAX",-11,3,2024
"United","DEN","LAX",80,3,2024
"Delta","DEN","LAX",-17,3,2024
"Delta","DEN","LAX",-21,3,2024
"Delta","DEN","LAX",-17,3,2024
"United","DEN","LAX",-22,3,2024
"United","DEN","LAX",-20,3,2024
"United","DEN","LAX",-19,3,2024
"United","DEN","LAX",-19,3,2024
"United","DEN","LAX",-16,3,2024
"United","DEN","LAX",-3,3,2024
"United","DEN","LAX",-15,3,2024
"United","DEN","LAX",-5,3,2024
"United","DEN","LAX",8,3,2024
"Delta","DEN","LAX",7,3,2024
"Delta","DEN","LAX",-6,3,2024
"Delta","DEN","LAX",34,3,2024
"United","DEN","LAX",-11,3,2024
"United","DEN","LAX",-16,3,2024
"United","DEN","LAX",-2,3,2024
"United","DEN","LAX",-14,3,2024
"United","DEN","LAX",-18,3,2024
"United","DEN","LAX",12,3,2024
"United","DEN","LAX",-17,3,2024
"United","DEN","LAX",-12,3,2024
"United","DEN","LAX",-6,3,2024
"Delta","DEN","LAX",-17,3,2024
"Delta","DEN","LAX",-26,3,2024
"Delta","DEN","LAX",60,3,2024
"United","DEN","LAX",-2,3,2024
"United","DEN","LAX",-7,3,2024
"United","DEN","LAX",7,3,2024
"United","DEN","LAX",-3,3,2024
"United","DEN","LAX",-8,3,2024
"United","DEN","LAX",-2,3,2024
"United","DEN","LAX",16,3,2024
"United","DEN","LAX",22,3,2024
"United","DEN","LAX",41,3,2024
"Delta","DEN","LAX",-30,3,2024
"Delta","DEN","LAX",-15,3,2024
"Delta","DEN","LAX",-42,3,2024
"United","DEN","LAX",-21,3,2024
"United","DEN","LAX",-18,3,2024
"United","DEN","LAX",-18,3,2024
"United","DEN","LAX",-16,3,2024
"United","DEN","LAX",-20,3,2024
"United","DEN","LAX",-8,3,2024
"United","DEN","LAX",-7,3,2024
"United","DEN","LAX",-4,3,2024
"United","DEN","LAX",0,3,2024
"Delta","DEN","LAX",-20,3,2024
"Delta","DEN","LAX",-1,3,2024
"Delta","DEN","LAX",95,3,2024
"United","DEN","LAX",-9,3,2024
"United","DEN","LAX",-4,3,2024
"United","DEN","LAX",6,3,2024
"United","DEN","LAX",-14,3,2024
"United","DEN","LAX",-11,3,2024
"United","DEN","LAX",-3,3,2024
"United","DEN","LAX",-4,3,2024
"United","DEN","LAX",16,3,2024
"United","DEN","LAX",60,3,2024
"Delta","DEN","LAX",-29,3,2024
"Delta","DEN","LAX",-11,3,2024
"Delta","DEN","LAX",-17,3,2024
"United","DEN","LAX",-16,3,2024
"United","DEN","LAX",-13,3,2024
"United","DEN","LAX",-26,3,2024
"United","DEN","LAX",10,3,2024
"United","DEN","LAX",-28,3,2024
"United","DEN","LAX",-23,3,2024
"United","DEN","LAX",-26,3,2024
"United","DEN","LAX",-22,3,2024
"United","DEN","LAX",-19,3,2024
"Delta","DEN","LAX",-25,3,2024
"Delta","DEN","LAX",-19,3,2024
"Delta","DEN","LAX",-9,3,2024
"United","DEN","LAX",-15,3,2024
"United","DEN","LAX",-10,3,2024
"United","DEN","LAX",-17,3,2024
"United","DEN","LAX",-13,3,2024
"United","DEN","LAX",-20,3,2024
"United","DEN","LAX",16,3,2024
"United","DEN","LAX",-11,3,2024
"United","DEN","LAX",-16,3,2024
"United","DEN","LAX",64,3,2024
"Delta","DEN","LAX",-30,3,2024
"Delta","DEN","LAX",-8,3,2024
"Delta","DEN","LAX",-5,3,2024
"United","DEN","LAX",-9,3,2024
"United","DEN","LAX",-5,3,2024
"United","DEN","LAX",-11,3,2024
"United","DEN","LAX",-10,3,2024
"United","DEN","LAX",-1,3,2024
"United","DEN","LAX",2,3,2024
"United","DEN","LAX",3,3,2024
"United","DEN","LAX",49,3,2024
"United","DEN","LAX",73,3,2024
"Delta","DEN","LAX",-13,3,2024
"Delta","DEN","LAX",-17,3,2024
"Delta","DEN","LAX",108,3,2024
"United","DEN","LAX",-1,3,2024
"United","DEN","LAX",-13,3,2024
"United","DEN","LAX",0,3,2024
"United","DEN","LAX",2,3,2024
"United","DEN","LAX",-7,3,2024
"United","DEN","LAX",1,3,2024
"United","DEN","LAX",4,3,2024
"United","DEN","LAX",19,3,2024
"United","DEN","LAX",85,3,2024
"Delta","DEN","LAX",-2,3,2024
"Delta","DEN","LAX",10,3,2024
"Delta","DEN","LAX",-11,3,2024
"United","DEN","LAX",-10,3,2024
"United","DEN","LAX",14,3,2024
"United","DEN","LAX",-1,3,2024
"United","DEN","LAX",6,3,2024
"United","DEN","LAX",14,3,2024
"United","DEN","LAX",7,3,2024
"United","DEN","LAX",20,3,2024
"United","DEN","LAX",14,3,2024
"United","DEN","LAX",45,3,2024
"Delta","DEN","LAX",8,3,2024
"Delta","DEN","LAX",2,3,2024
"Delta","DEN","LAX",7,3,2024
"United","DEN","LAX",22,3,2024
"United","DEN","LAX",24,3,2024
"United","DEN","LAX",0,3,2024
"United","DEN","LAX",33,3,2024
"United","DEN","LAX",6,3,2024
"United","DEN","LAX",3,3,2024
"United","DEN","LAX",6,3,2024
"United","DEN","LAX",25,3,2024
"United","DEN","LAX",40,3,2024
"Delta","DEN","LAX",2,5,2024
"Delta","DEN","LAX",2,5,2024
"Delta","DEN","LAX",5,5,2024
"United","DEN","LAX",-9,5,2024
"United","DEN","LAX",-15,5,2024
"United","DEN","LAX",-10,5,2024
"United","DEN","LAX",7,5,2024
"United","DEN","LAX",11,5,2024
"United","DEN","LAX",9,5,2024
"United","DEN","LAX",16,5,2024
"United","DEN","LAX",33,5,2024
"Delta","DEN","LAX",-9,5,2024
"Delta","DEN","LAX",-1,5,2024
"Delta","DEN","LAX",12,5,2024
"United","DEN","LAX",-16,5,2024
"United","DEN","LAX",-9,5,2024
"United","DEN","LAX",-16,5,2024
"United","DEN","LAX",-13,5,2024
"United","DEN","LAX",-7,5,2024
"United","DEN","LAX",-4,5,2024
"United","DEN","LAX",-7,5,2024
"United","DEN","LAX",11,5,2024
"United","DEN","LAX",30,5,2024
"Delta","DEN","LAX",-9,5,2024
"Delta","DEN","LAX",-6,5,2024
"Delta","DEN","LAX",-6,5,2024
"United","DEN","LAX",-7,5,2024
"United","DEN","LAX",-1,5,2024
"United","DEN","LAX",-5,5,2024
"United","DEN","LAX",28,5,2024
"United","DEN","LAX",4,5,2024
"United","DEN","LAX",-4,5,2024
"United","DEN","LAX",17,5,2024
"United","DEN","LAX",125,5,2024
"Delta","DEN","LAX",2,5,2024
"Delta","DEN","LAX",-15,5,2024
"Delta","DEN","LAX",-10,5,2024
"United","DEN","LAX",-13,5,2024
"United","DEN","LAX",-12,5,2024
"United","DEN","LAX",1,5,2024
"United","DEN","LAX",-9,5,2024
"United","DEN","LAX",-13,5,2024
"United","DEN","LAX",1,5,2024
"United","DEN","LAX",1,5,2024
"United","DEN","LAX",20,5,2024
"United","DEN","LAX",48,5,2024
"Delta","DEN","LAX",4,5,2024
"Delta","DEN","LAX",0,5,2024
"Delta","DEN","LAX",2,5,2024
"United","DEN","LAX",0,5,2024
"United","DEN","LAX",-7,5,2024
"United","DEN","LAX",6,5,2024
"United","DEN","LAX",1,5,2024
"United","DEN","LAX",2,5,2024
"United","DEN","LAX",1,5,2024
"United","DEN","LAX",17,5,2024
"United","DEN","LAX",22,5,2024
"Delta","DEN","LAX",-11,5,2024
"Delta","DEN","LAX",27,5,2024
"Delta","DEN","LAX",-4,5,2024
"United","DEN","LAX",3,5,2024
"United","DEN","LAX",-2,5,2024
"United","DEN","LAX",11,5,2024
"United","DEN","LAX",62,5,2024
"United","DEN","LAX",36,5,2024
"United","DEN","LAX",70,5,2024
"United","DEN","LAX",73,5,2024
"United","DEN","LAX",139,5,2024
"United","DEN","LAX",218,5,2024
"Delta","DEN","LAX",-6,5,2024
"Delta","DEN","LAX",-9,5,2024
"Delta","DEN","LAX",29,5,2024
"United","DEN","LAX",-5,5,2024
"United","DEN","LAX",23,5,2024
"United","DEN","LAX",-4,5,2024
"United","DEN","LAX",4,5,2024
"United","DEN","LAX",9,5,2024
"United","DEN","LAX",20,5,2024
"United","DEN","LAX",27,5,2024
"United","DEN","LAX",46,5,2024
"United","DEN","LAX",115,5,2024
"Delta","DEN","LAX",-17,5,2024
"Delta","DEN","LAX",-13,5,2024
"Delta","DEN","LAX",-10,5,2024
"United","DEN","LAX",-12,5,2024
"United","DEN","LAX",-17,5,2024
"United","DEN","LAX",-27,5,2024
"United","DEN","LAX",-13,5,2024
"United","DEN","LAX",-10,5,2024
"United","DEN","LAX",-13,5,2024
"United","DEN","LAX",-17,5,2024
"United","DEN","LAX",3,5,2024
"United","DEN","LAX",39,5,2024
"Delta","DEN","LAX",-15,5,2024
"Delta","DEN","LAX",-7,5,2024
"Delta","DEN","LAX",-13,5,2024
"United","DEN","LAX",-24,5,2024
"United","DEN","LAX",-8,5,2024
"United","DEN","LAX",-20,5,2024
"United","DEN","LAX",-24,5,2024
"United","DEN","LAX",-11,5,2024
"United","DEN","LAX",-2,5,2024
"United","DEN","LAX",-10,5,2024
"United","DEN","LAX",-5,5,2024
"United","DEN","LAX",30,5,2024
"Delta","DEN","LAX",-21,5,2024
"Delta","DEN","LAX",-6,5,2024
"Delta","DEN","LAX",-1,5,2024
"United","DEN","LAX",-9,5,2024
"United","DEN","LAX",-8,5,2024
"United","DEN","LAX",-13,5,2024
"United","DEN","LAX",-10,5,2024
"United","DEN","LAX",-6,5,2024
"United","DEN","LAX",-8,5,2024
"United","DEN","LAX",-4,5,2024
"United","DEN","LAX",6,5,2024
"United","DEN","LAX",55,5,2024
"Delta","DEN","LAX",-14,5,2024
"Delta","DEN","LAX",-20,5,2024
"Delta","DEN","LAX",-16,5,2024
"United","DEN","LAX",-7,5,2024
"United","DEN","LAX",-17,5,2024
"United","DEN","LAX",-14,5,2024
"United","DEN","LAX",-12,5,2024
"United","DEN","LAX",-4,5,2024
"United","DEN","LAX",1,5,2024
"United","DEN","LAX",3,5,2024
"United","DEN","LAX",5,5,2024
"United","DEN","LAX",47,5,2024
"Delta","DEN","LAX",-22,5,2024
"Delta","DEN","LAX",-26,5,2024
"Delta","DEN","LAX",-7,5,2024
"United","DEN","LAX",-20,5,2024
"United","DEN","LAX",-23,5,2024
"United","DEN","LAX",-13,5,2024
"United","DEN","LAX",-18,5,2024
"United","DEN","LAX",-19,5,2024
"United","DEN","LAX",-16,5,2024
"United","DEN","LAX",-8,5,2024
"United","DEN","LAX",25,5,2024
"United","DEN","LAX",6,5,2024
"Delta","DEN","LAX",-23,5,2024
"Delta","DEN","LAX",-11,5,2024
"Delta","DEN","LAX",73,5,2024
"United","DEN","LAX",-18,5,2024
"United","DEN","LAX",-23,5,2024
"United","DEN","LAX",-20,5,2024
"United","DEN","LAX",-22,5,2024
"United","DEN","LAX",-13,5,2024
"United","DEN","LAX",-5,5,2024
"United","DEN","LAX",21,5,2024
"United","DEN","LAX",19,5,2024
"United","DEN","LAX",86,5,2024
"Delta","DEN","LAX",-19,5,2024
"Delta","DEN","LAX",-9,5,2024
"Delta","DEN","LAX",25,5,2024
"United","DEN","LAX",-21,5,2024
"United","DEN","LAX",1,5,2024
"United","DEN","LAX",-19,5,2024
"United","DEN","LAX",-18,5,2024
"United","DEN","LAX",-17,5,2024
"United","DEN","LAX",-15,5,2024
"United","DEN","LAX",-9,5,2024
"United","DEN","LAX",-17,5,2024
"United","DEN","LAX",-8,5,2024
"Delta","DEN","LAX",-14,5,2024
"Delta","DEN","LAX",-13,5,2024
"Delta","DEN","LAX",-6,5,2024
"United","DEN","LAX",-22,5,2024
"United","DEN","LAX",-16,5,2024
"United","DEN","LAX",-15,5,2024
"United","DEN","LAX",-11,5,2024
"United","DEN","LAX",-14,5,2024
"United","DEN","LAX",3,5,2024
"United","DEN","LAX",15,5,2024
"United","DEN","LAX",27,5,2024
"Delta","DEN","LAX",-15,5,2024
"Delta","DEN","LAX",-3,5,2024
"Delta","DEN","LAX",21,5,2024
"United","DEN","LAX",-34,5,2024
"United","DEN","LAX",-29,5,2024
"United","DEN","LAX",-4,5,2024
"United","DEN","LAX",-29,5,2024
"United","DEN","LAX",-24,5,2024
"United","DEN","LAX",-7,5,2024
"United","DEN","LAX",-10,5,2024
"United","DEN","LAX",0,5,2024
"United","DEN","LAX",48,5,2024
"Delta","DEN","LAX",-12,5,2024
"Delta","DEN","LAX",-17,5,2024
"Delta","DEN","LAX",110,5,2024
"United","DEN","LAX",-31,5,2024
"United","DEN","LAX",-19,5,2024
"United","DEN","LAX",-17,5,2024
"United","DEN","LAX",-1,5,2024
"United","DEN","LAX",-19,5,2024
"United","DEN","LAX",-8,5,2024
"United","DEN","LAX",-7,5,2024
"United","DEN","LAX",-14,5,2024
"United","DEN","LAX",9,5,2024
"Delta","DEN","LAX",-12,5,2024
"Delta","DEN","LAX",-12,5,2024
"Delta","DEN","LAX",0,5,2024
"United","DEN","LAX",-9,5,2024
"United","DEN","LAX",-2,5,2024
"United","DEN","LAX",-12,5,2024
"United","DEN","LAX",-2,5,2024
"United","DEN","LAX",1,5,2024
"United","DEN","LAX",-3,5,2024
"United","DEN","LAX",-6,5,2024
"United","DEN","LAX",4,5,2024
"United","DEN","LAX",36,5,2024
"Delta","DEN","LAX",-16,5,2024
"Delta","DEN","LAX",-16,5,2024
"Delta","DEN","LAX",-12,5,2024
"United","DEN","LAX",-21,5,2024
"United","DEN","LAX",-6,5,2024
"United","DEN","LAX",-8,5,2024
"United","DEN","LAX",-11,5,2024
"United","DEN","LAX",-5,5,2024
"United","DEN","LAX",10,5,2024
"United","DEN","LAX",13,5,2024
"United","DEN","LAX",74,5,2024
"United","DEN","LAX",115,5,2024
"Delta","DEN","LAX",2,5,2024
"Delta","DEN","LAX",7,5,2024
"Delta","DEN","LAX",89,5,2024
"United","DEN","LAX",-7,5,2024
"United","DEN","LAX",4,5,2024
"United","DEN","LAX",-8,5,2024
"United","DEN","LAX",5,5,2024
"United","DEN","LAX",3,5,2024
"United","DEN","LAX",9,5,2024
"United","DEN","LAX",2,5,2024
"United","DEN","LAX",102,5,2024
"United","DEN","LAX",141,5,2024
"Delta","DEN","LAX",-2,5,2024
"Delta","DEN","LAX",88,5,2024
"Delta","DEN","LAX",59,5,2024
"United","DEN","LAX",-10,5,2024
"United","DEN","LAX",-9,5,2024
"United","DEN","LAX",14,5,2024
"United","DEN","LAX",-2,5,2024
"United","DEN","LAX",-4,5,2024
"United","DEN","LAX",-3,5,2024
"United","DEN","LAX",19,5,2024
"United","DEN","LAX",17,5,2024
"United","DEN","LAX",86,5,2024
"Delta","DEN","LAX",-14,5,2024
"Delta","DEN","LAX",-22,5,2024
"Delta","DEN","LAX",-9,5,2024
"United","DEN","LAX",-19,5,2024
"United","DEN","LAX",1,5,2024
"United","DEN","LAX",-18,5,2024
"United","DEN","LAX",-14,5,2024
"United","DEN","LAX",-1,5,2024
"United","DEN","LAX",-16,5,2024
"United","DEN","LAX",-11,5,2024
"United","DEN","LAX",-6,5,2024
"United","DEN","LAX",13,5,2024
"Delta","DEN","LAX",5,5,2024
"Delta","DEN","LAX",17,5,2024
"Delta","DEN","LAX",-5,5,2024
"United","DEN","LAX",-1,5,2024
"United","DEN","LAX",-9,5,2024
"United","DEN","LAX",-11,5,2024
"United","DEN","LAX",-5,5,2024
"United","DEN","LAX",-8,5,2024
"United","DEN","LAX",-2,5,2024
"United","DEN","LAX",1,5,2024
"United","DEN","LAX",-4,5,2024
"United","DEN","LAX",1052,5,2024
"Delta","DEN","LAX",10,5,2024
"Delta","DEN","LAX",25,5,2024
"Delta","DEN","LAX",41,5,2024
"United","DEN","LAX",-8,5,2024
"United","DEN","LAX",-6,5,2024
"United","DEN","LAX",-8,5,2024
"United","DEN","LAX",-7,5,2024
"United","DEN","LAX",-7,5,2024
"United","DEN","LAX",-9,5,2024
"United","DEN","LAX",-1,5,2024
"United","DEN","LAX",16,5,2024
"United","DEN","LAX",65,5,2024
"Delta","DEN","LAX",-4,5,2024
"Delta","DEN","LAX",-13,5,2024
"Delta","DEN","LAX",3,5,2024
"United","DEN","LAX",-16,5,2024
"United","DEN","LAX",2,5,2024
"United","DEN","LAX",5,5,2024
"United","DEN","LAX",11,5,2024
"United","DEN","LAX",8,5,2024
"United","DEN","LAX",22,5,2024
"United","DEN","LAX",47,5,2024
"United","DEN","LAX",38,5,2024
"Delta","DEN","LAX",-13,5,2024
"Delta","DEN","LAX",-20,5,2024
"Delta","DEN","LAX",116,5,2024
"United","DEN","LAX",-10,5,2024
"United","DEN","LAX",-1,5,2024
"United","DEN","LAX",-20,5,2024
"United","DEN","LAX",-12,5,2024
"United","DEN","LAX",-16,5,2024
"United","DEN","LAX",-8,5,2024
"United","DEN","LAX",-1,5,2024
"United","DEN","LAX",4,5,2024
"Delta","DEN","LAX",-10,5,2024
"Delta","DEN","LAX",16,5,2024
"Delta","DEN","LAX",39,5,2024
"United","DEN","LAX",-10,5,2024
"United","DEN","LAX",-14,5,2024
"United","DEN","LAX",-19,5,2024
"United","DEN","LAX",-16,5,2024
"United","DEN","LAX",-9,5,2024
"United","DEN","LAX",-5,5,2024
"United","DEN","LAX",-12,5,2024
"United","DEN","LAX",40,5,2024
"United","DEN","LAX",109,5,2024
"Delta","DEN","LAX",-16,5,2024
"Delta","DEN","LAX",-12,5,2024
"Delta","DEN","LAX",96,5,2024
"United","DEN","LAX",-12,5,2024
"United","DEN","LAX",-11,5,2024
"United","DEN","LAX",-14,5,2024
"United","DEN","LAX",-16,5,2024
"United","DEN","LAX",-11,5,2024
"United","DEN","LAX",-5,5,2024
"United","DEN","LAX",-5,5,2024
"United","DEN","LAX",53,5,2024
"United","DEN","LAX",1,5,2024
"Delta","DEN","LAX",-1,5,2024
"Delta","DEN","LAX",10,5,2024
"Delta","DEN","LAX",204,5,2024
"United","DEN","LAX",-11,5,2024
"United","DEN","LAX",79,5,2024
"United","DEN","LAX",-5,5,2024
"United","DEN","LAX",1,5,2024
"United","DEN","LAX",-11,5,2024
"United","DEN","LAX",12,5,2024
"United","DEN","LAX",31,5,2024
"United","DEN","LAX",42,5,2024
"United","DEN","LAX",56,5,2024
"Delta","DEN","LAX",-28,5,2024
"Delta","DEN","LAX",-13,5,2024
"Delta","DEN","LAX",2,5,2024
"United","DEN","LAX",-24,5,2024
"United","DEN","LAX",-16,5,2024
"United","DEN","LAX",-14,5,2024
"United","DEN","LAX",-5,5,2024
"United","DEN","LAX",-12,5,2024
"United","DEN","LAX",-10,5,2024
"United","DEN","LAX",-4,5,2024
"United","DEN","LAX",22,5,2024
"United","DEN","LAX",33,5,2024
"Delta","DEN","LAX",-18,5,2024
"Delta","DEN","LAX",161,5,2024
"Delta","DEN","LAX",128,5,2024
"United","DEN","LAX",-17,5,2024
"United","DEN","LAX",-10,5,2024
"United","DEN","LAX",-9,5,2024
"United","DEN","LAX",-7,5,2024
"United","DEN","LAX",-4,5,2024
"United","DEN","LAX",3,5,2024
"United","DEN","LAX",-9,5,2024
"United","DEN","LAX",26,5,2024
"United","DEN","LAX",128,5,2024
"Delta","DEN","LAX",-16,11,2024
"Delta","DEN","LAX",-22,11,2024
"Delta","DEN","LAX",-15,11,2024
"United","DEN","LAX",-13,11,2024
"United","DEN","LAX",3,11,2024
"United","DEN","LAX",-10,11,2024
"United","DEN","LAX",-7,11,2024
"United","DEN","LAX",-15,11,2024
"United","DEN","LAX",-15,11,2024
"United","DEN","LAX",-9,11,2024
"United","DEN","LAX",-9,11,2024
"United","DEN","LAX",10,11,2024
"Delta","DEN","LAX",-16,11,2024
"Delta","DEN","LAX",3,11,2024
"Delta","DEN","LAX",-2,11,2024
"United","DEN","LAX",-28,11,2024
"United","DEN","LAX",-12,11,2024
"United","DEN","LAX",-24,11,2024
"United","DEN","LAX",-12,11,2024
"United","DEN","LAX",-15,11,2024
"United","DEN","LAX",-3,11,2024
"United","DEN","LAX",-20,11,2024
"United","DEN","LAX",3,11,2024
"United","DEN","LAX",-11,11,2024
"Delta","DEN","LAX",-17,11,2024
"Delta","DEN","LAX",-25,11,2024
"Delta","DEN","LAX",-23,11,2024
"United","DEN","LAX",-23,11,2024
"United","DEN","LAX",-13,11,2024
"United","DEN","LAX",-21,11,2024
"United","DEN","LAX",-19,11,2024
"United","DEN","LAX",-17,11,2024
"United","DEN","LAX",-26,11,2024
"United","DEN","LAX",-12,11,2024
"United","DEN","LAX",-9,11,2024
"United","DEN","LAX",103,11,2024
"Delta","DEN","LAX",-13,11,2024
"Delta","DEN","LAX",-13,11,2024
"Delta","DEN","LAX",-14,11,2024
"United","DEN","LAX",-29,11,2024
"United","DEN","LAX",1,11,2024
"United","DEN","LAX",-12,11,2024
"United","DEN","LAX",-12,11,2024
"United","DEN","LAX",-10,11,2024
"United","DEN","LAX",-22,11,2024
"United","DEN","LAX",-20,11,2024
"United","DEN","LAX",-10,11,2024
"United","DEN","LAX",-19,11,2024
"Delta","DEN","LAX",6,11,2024
"Delta","DEN","LAX",-11,11,2024
"Delta","DEN","LAX",89,11,2024
"United","DEN","LAX",-23,11,2024
"United","DEN","LAX",-18,11,2024
"United","DEN","LAX",-9,11,2024
"United","DEN","LAX",17,11,2024
"United","DEN","LAX",-12,11,2024
"United","DEN","LAX",-19,11,2024
"United","DEN","LAX",5,11,2024
"United","DEN","LAX",34,11,2024
"United","DEN","LAX",44,11,2024
"Delta","DEN","LAX",22,11,2024
"Delta","DEN","LAX",10,11,2024
"Delta","DEN","LAX",64,11,2024
"United","DEN","LAX",-4,11,2024
"United","DEN","LAX",8,11,2024
"United","DEN","LAX",46,11,2024
"United","DEN","LAX",14,11,2024
"United","DEN","LAX",-8,11,2024
"United","DEN","LAX",63,11,2024
"United","DEN","LAX",-13,11,2024
"United","DEN","LAX",54,11,2024
"Delta","DEN","LAX",-10,11,2024
"Delta","DEN","LAX",7,11,2024
"Delta","DEN","LAX",37,11,2024
"United","DEN","LAX",-17,11,2024
"United","DEN","LAX",-28,11,2024
"United","DEN","LAX",46,11,2024
"United","DEN","LAX",1,11,2024
"United","DEN","LAX",18,11,2024
"United","DEN","LAX",53,11,2024
"United","DEN","LAX",34,11,2024
"United","DEN","LAX",37,11,2024
"United","DEN","LAX",123,11,2024
"Delta","DEN","LAX",-10,11,2024
"Delta","DEN","LAX",49,11,2024
"Delta","DEN","LAX",69,11,2024
"United","DEN","LAX",-7,11,2024
"United","DEN","LAX",19,11,2024
"United","DEN","LAX",13,11,2024
"United","DEN","LAX",58,11,2024
"United","DEN","LAX",53,11,2024
"United","DEN","LAX",41,11,2024
"United","DEN","LAX",92,11,2024
"United","DEN","LAX",56,11,2024
"Delta","DEN","LAX",-13,11,2024
"Delta","DEN","LAX",-12,11,2024
"Delta","DEN","LAX",16,11,2024
"United","DEN","LAX",13,11,2024
"United","DEN","LAX",40,11,2024
"United","DEN","LAX",-3,11,2024
"United","DEN","LAX",7,11,2024
"United","DEN","LAX",-7,11,2024
"United","DEN","LAX",28,11,2024
"United","DEN","LAX",-8,11,2024
"United","DEN","LAX",49,11,2024
"United","DEN","LAX",28,11,2024
"Delta","DEN","LAX",-17,11,2024
"Delta","DEN","LAX",-18,11,2024
"Delta","DEN","LAX",-17,11,2024
"United","DEN","LAX",-15,11,2024
"United","DEN","LAX",-26,11,2024
"United","DEN","LAX",-16,11,2024
"United","DEN","LAX",0,11,2024
"United","DEN","LAX",-16,11,2024
"United","DEN","LAX",-12,11,2024
"United","DEN","LAX",-9,11,2024
"United","DEN","LAX",-4,11,2024
"United","DEN","LAX",-1,11,2024
"Delta","DEN","LAX",-20,11,2024
"Delta","DEN","LAX",-10,11,2024
"Delta","DEN","LAX",-3,11,2024
"United","DEN","LAX",-23,11,2024
"United","DEN","LAX",-27,11,2024
"United","DEN","LAX",-18,11,2024
"United","DEN","LAX",-16,11,2024
"United","DEN","LAX",-13,11,2024
"United","DEN","LAX",-1,11,2024
"United","DEN","LAX",-10,11,2024
"United","DEN","LAX",9,11,2024
"United","DEN","LAX",88,11,2024
"Delta","DEN","LAX",-14,11,2024
"Delta","DEN","LAX",-20,11,2024
"Delta","DEN","LAX",17,11,2024
"United","DEN","LAX",-19,11,2024
"United","DEN","LAX",-14,11,2024
"United","DEN","LAX",-20,11,2024
"United","DEN","LAX",-4,11,2024
"United","DEN","LAX",4,11,2024
"United","DEN","LAX",-16,11,2024
"United","DEN","LAX",-7,11,2024
"United","DEN","LAX",16,11,2024
"United","DEN","LAX",373,11,2024
"Delta","DEN","LAX",-25,11,2024
"Delta","DEN","LAX",-15,11,2024
"Delta","DEN","LAX",-14,11,2024
"United","DEN","LAX",-7,11,2024
"United","DEN","LAX",-14,11,2024
"United","DEN","LAX",-12,11,2024
"United","DEN","LAX",-13,11,2024
"United","DEN","LAX",0,11,2024
"United","DEN","LAX",-8,11,2024
"United","DEN","LAX",-7,11,2024
"United","DEN","LAX",27,11,2024
"United","DEN","LAX",148,11,2024
"Delta","DEN","LAX",8,11,2024
"Delta","DEN","LAX",-5,11,2024
"Delta","DEN","LAX",-1,11,2024
"United","DEN","LAX",-2,11,2024
"United","DEN","LAX",-10,11,2024
"United","DEN","LAX",1,11,2024
"United","DEN","LAX",-8,11,2024
"United","DEN","LAX",-6,11,2024
"United","DEN","LAX",-7,11,2024
"United","DEN","LAX",8,11,2024
"United","DEN","LAX",7,11,2024
"United","DEN","LAX",25,11,2024
"Delta","DEN","LAX",18,11,2024
"Delta","DEN","LAX",19,11,2024
"Delta","DEN","LAX",41,11,2024
"United","DEN","LAX",25,11,2024
"United","DEN","LAX",-3,11,2024
"United","DEN","LAX",0,11,2024
"United","DEN","LAX",8,11,2024
"United","DEN","LAX",-1,11,2024
"United","DEN","LAX",-5,11,2024
"United","DEN","LAX",-2,11,2024
"United","DEN","LAX",18,11,2024
"United","DEN","LAX",13,11,2024
"Delta","DEN","LAX",-20,11,2024
"Delta","DEN","LAX",-11,11,2024
"Delta","DEN","LAX",-7,11,2024
"United","DEN","LAX",-14,11,2024
"United","DEN","LAX",-11,11,2024
"United","DEN","LAX",-19,11,2024
"United","DEN","LAX",-3,11,2024
"United","DEN","LAX",-10,11,2024
"United","DEN","LAX",-19,11,2024
"United","DEN","LAX",2,11,2024
"United","DEN","LAX",0,11,2024
"United","DEN","LAX",100,11,2024
"Delta","DEN","LAX",-17,11,2024
"Delta","DEN","LAX",-17,11,2024
"Delta","DEN","LAX",-20,11,2024
"United","DEN","LAX",-23,11,2024
"United","DEN","LAX",-13,11,2024
"United","DEN","LAX",-14,11,2024
"United","DEN","LAX",-25,11,2024
"United","DEN","LAX",-23,11,2024
"United","DEN","LAX",-21,11,2024
"United","DEN","LAX",-18,11,2024
"United","DEN","LAX",2,11,2024
"United","DEN","LAX",-6,11,2024
"Delta","DEN","LAX",-14,11,2024
"Delta","DEN","LAX",-12,11,2024
"Delta","DEN","LAX",0,11,2024
"United","DEN","LAX",-4,11,2024
"United","DEN","LAX",-5,11,2024
"United","DEN","LAX",20,11,2024
"United","DEN","LAX",-18,11,2024
"United","DEN","LAX",-8,11,2024
"United","DEN","LAX",-8,11,2024
"United","DEN","LAX",-3,11,2024
